#	########################################
#	##### Peptide Assembling by Sipros #####
#	########################################
#	
#	###############
#	# Input Files #
#	###############
#	
#	[Input_Files]
#	
#	psm{Run1} = /lustre/atlas1/bip108/proj-shared/Zhou/Project/OSU/OSU_T2B_FASP_Elite_08212013/output_AAhybrid_c100/OSU_T2B_FASP_Elite_08212013.psm.txt
#	
#	pep{Run1} = /lustre/atlas1/bip108/proj-shared/Zhou/Project/OSU/OSU_T2B_FASP_Elite_08212013/output_AAhybrid_c100/OSU_T2B_FASP_Elite_08212013.pep.txt
#	
#	########################
#	# Filtering Parameters #
#	########################
#	
#	[Protein_Identification]
#	
#	# Minimum number of peptides per protein
#	Min_Peptide_Per_Protein = 2
#	
#	# Minimum number of unique peptides per protein
#	Min_Unique_Peptide_Per_Protein = 1
#	
#	#######################
#	# Statistical Results #
#	#######################
#	
#	[Statistical_Results]
#	
#	# Numbers of proteins before filtering
#	Decoy_Proteins_Before_Filtering = 61
#	Target_Proteins_Before_Filtering = 5332
#	Total_Proteins_Before_Filtering = 5393
#	
#	# Numbers of proteins after filtering
#	Decoy_Proteins_After_Filtering = 0
#	Target_Proteins_After_Filtering = 1147
#	Total_Proteins_After_Filtering = 1147
#	
#	# Protein FDR = Decoy_Proteins_After_Filtering / Total_Proteins_After_Filtering
#	Protein_FDR = 0.0
#	
#	################
#	# Column Names #
#	################
#	
#	[Column_Names]
#	ProteinID = Names of the protein
#	Run#_UniquePeptideCounts = Number of unique peptides in a run
#	Run#_TotalPeptideCounts = Number of all peptides in a run
#	Run#_UniqueSpectrumCounts = Number of unique PSM in a run
#	Run#_TotalSpectrumCounts = Number of all PSM in a run
#	Run#_BalancedSpectrumCounts = Balanced spectrum count in a run
#	Run#_NormalizedBalancedSpectrumCounts = Normalized Balanced spectrum count in a run
#	ProteinDescription = Protein description
#	TargetMatch = T for target match and F for decoy match
#	
ProteinID	Run1_UniquePeptideCounts	Run1_TotalPeptideCounts	Run1_UniqueSpectrumCounts	Run1_TotalSpectrumCounts	Run1_BalancedSpectrumCounts	Run1_NormalizedBalancedSpectrumCounts	ProteinDescription	TargetMatch
WP_006791316.1	6	6	10	10	10.0	10.0	WP_006791316.1	T
WP_006791335.1	5	9	6	18	9.7	9.7	WP_006791335.1	T
WP_006791429.1	1	2	1	3	2.0	2.0	WP_006791429.1	T
WP_006791595.1	1	3	1	3	1.83333333333	1.83	WP_006791595.1	T
WP_006791641.1	8	11	8	12	12.0	12.0	WP_006791641.1	T
WP_006791681.1	2	3	2	3	3.0	3.0	WP_006791681.1	T
WP_006791696.1	1	4	1	5	2.66666666667	2.67	WP_006791696.1	T
WP_006791718.1	1	3	1	4	3.0	3.0	WP_006791718.1	T
WP_006791988.1	2	2	3	3	3.0	3.0	WP_006791988.1	T
WP_006792312.1	1	3	1	3	1.83333333333	1.83	WP_006792312.1	T
WP_006792366.1	1	2	1	2	2.0	2.0	WP_006792366.1	T
WP_006792381.1	7	9	7	12	12.0	12.0	WP_006792381.1	T
WP_006792382.1	10	11	12	13	12.5	12.5	WP_006792382.1	T
WP_006792432.1	1	3	1	3	1.66666666667	1.67	WP_006792432.1	T
WP_006792635.1	3	3	3	3	3.0	3.0	WP_006792635.1	T
WP_006792652.1	2	2	2	2	2.0	2.0	WP_006792652.1	T
WP_006792710.1	1	2	1	2	1.5	1.5	WP_006792710.1	T
WP_006792815.1	3	5	9	12	12.0	12.0	WP_006792815.1	T
WP_006792839.1	2	2	2	2	2.0	2.0	WP_006792839.1	T
WP_006793019.1	1	3	1	4	3.0	3.0	WP_006793019.1	T
WP_006793198.1	2	3	2	3	3.0	3.0	WP_006793198.1	T
WP_006793241.1	2	2	2	2	2.0	2.0	WP_006793241.1	T
WP_006793310.1	1	2	1	3	3.0	3.0	WP_006793310.1	T
WP_006793378.1	2	7	3	12	7.0	7.0	WP_006793378.1	T
WP_006793720.1	1	3	1	5	2.75	2.75	WP_006793720.1	T
WP_006793724.1	2	2	2	2	2.0	2.0	WP_006793724.1	T
WP_006793851.1	3	15	4	48	20.2	20.2	WP_006793851.1	T
WP_006793927.1	1	5	1	8	5.5	5.5	WP_006793927.1	T
WP_006793951.1	1	5	3	7	5.33333333333	5.33	WP_006793951.1	T
WP_006793989.1	1	2	1	3	3.0	3.0	WP_006793989.1	T
WP_006793990.1	1	5	1	8	8.0	8.0	WP_006793990.1	T
WP_006794017.1	4	4	4	4	4.0	4.0	WP_006794017.1	T
WP_006794035.1	1	2	1	2	1.33333333333	1.33	WP_006794035.1	T
WP_006794046.1	2	2	2	2	2.0	2.0	WP_006794046.1	T
WP_006794158.1	1	8	2	13	10.0	10.0	WP_006794158.1	T
WP_006794164.1	1	10	1	19	6.7619047619	6.76	WP_006794164.1	T
WP_006794244.1	1	9	1	14	12.5	12.5	WP_006794244.1	T
WP_006794249.1	1	3	1	3	3.0	3.0	WP_006794249.1	T
WP_006794548.1	2	4	2	5	5.0	5.0	WP_006794548.1	T
WP_006794718.1	4	5	9	10	9.25	9.25	WP_006794718.1	T
WP_006794719.1	2	6	3	59	14.5	14.5	WP_006794719.1	T
WP_006794720.1	1	4	1	7	7.0	7.0	WP_006794720.1	T
WP_006794723.1	1	3	1	7	3.66666666667	3.67	WP_006794723.1	T
WP_006794726.1	3	4	5	6	6.0	6.0	WP_006794726.1	T
WP_006794813.1	1	4	1	6	6.0	6.0	WP_006794813.1	T
WP_006794858.1	9	9	10	10	10.0	10.0	WP_006794858.1	T
WP_006795592.1	1	3	1	5	4.5	4.5	WP_006795592.1	T
WP_006796173.1	1	3	1	5	2.66666666667	2.67	WP_006796173.1	T
WP_006954567.1	1	6	1	14	7.7	7.7	WP_006954567.1	T
WP_006955197.1	1	3	1	6	4.5	4.5	WP_006955197.1	T
WP_006956842.1	2	14	2	23	7.85862977602	7.86	WP_006956842.1	T
WP_006956847.1	1	10	1	15	5.65	5.65	WP_006956847.1	T
WP_006956850.1	1	2	1	8	2.75	2.75	WP_006956850.1	T
WP_007017023.1	2	3	4	5	4.25	4.25	WP_007017023.1	T
WP_007017028.1	1	2	8	10	10.0	10.0	WP_007017028.1	T
WP_007017232.1	2	3	2	3	2.25	2.25	WP_007017232.1	T
WP_007018319.1	1	8	2	20	5.94347826087	5.94	WP_007018319.1	T
WP_007018502.1	2	4	2	4	2.66666666667	2.67	WP_007018502.1	T
WP_007018870.1	1	3	1	3	1.66666666667	1.67	WP_007018870.1	T
WP_007018984.1	1	3	1	6	4.0	4.0	WP_007018984.1	T
WP_007019541.1	1	3	3	6	4.5	4.5	WP_007019541.1	T
WP_007020676.1	1	8	3	36	18.6666666667	18.67	WP_007020676.1	T
WP_007021378.1	2	14	3	40	21.9252964427	21.93	WP_007021378.1	T
WP_007021431.1	1	3	1	7	5.0	5.0	WP_007021431.1	T
WP_007021573.1	1	5	1	8	6.6	6.6	WP_007021573.1	T
WP_007021908.1	1	2	1	3	2.0	2.0	WP_007021908.1	T
WP_007021935.1	1	2	1	3	1.66666666667	1.67	WP_007021935.1	T
WP_007022983.1	1	4	1	8	2.7	2.7	WP_007022983.1	T
WP_007092936.1	1	3	2	8	3.83333333333	3.83	WP_007092936.1	T
WP_007093181.1	1	2	1	3	3.0	3.0	WP_007093181.1	T
WP_007094973.1	1	3	1	3	3.0	3.0	WP_007094973.1	T
WP_007094994.1	1	3	1	4	2.0	2.0	WP_007094994.1	T
WP_007095872.1	1	2	1	2	2.0	2.0	WP_007095872.1	T
WP_007197002.1	2	2	2	2	2.0	2.0	WP_007197002.1	T
WP_007197090.1	1	3	1	3	1.29347826087	1.29	WP_007197090.1	T
WP_007197135.1	1	3	1	3	1.5	1.5	WP_007197135.1	T
WP_007206586.1	1	11	1	18	4.83792270531	4.84	WP_007206586.1	T
WP_007206597.1	2	16	2	21	5.23985597736	5.24	WP_007206597.1	T
WP_007206847.1	1	4	2	6	3.66666666667	3.67	WP_007206847.1	T
WP_007233519.1	1	11	1	25	5.72529644269	5.73	WP_007233519.1	T
WP_008033778.1	1	4	1	5	4.5	4.5	WP_008033778.1	T
WP_008034202.1	3	3	6	6	6.0	6.0	WP_008034202.1	T
WP_008036327.1	3	3	3	3	3.0	3.0	WP_008036327.1	T
WP_008037144.1	1	2	1	2	2.0	2.0	WP_008037144.1	T
WP_008105804.1	1	7	1	9	3.02529644269	3.03	WP_008105804.1	T
WP_008105965.1	2	2	2	2	2.0	2.0	WP_008105965.1	T
WP_008106096.1	1	6	2	12	10.6	10.6	WP_008106096.1	T
WP_008106323.1	5	5	5	5	5.0	5.0	WP_008106323.1	T
WP_008106434.1	13	27	33	66	49.5	49.5	WP_008106434.1	T
WP_008107244.1	1	2	1	2	1.5	1.5	WP_008107244.1	T
WP_008107761.1	1	2	1	3	3.0	3.0	WP_008107761.1	T
WP_008108143.1	1	2	1	2	1.5	1.5	WP_008108143.1	T
WP_008182913.1	1	21	2	27	8.57318931069	8.57	WP_008182913.1	T
WP_008182918.1	1	5	1	14	6.33333333333	6.33	WP_008182918.1	T
WP_008182921.1	2	18	2	45	20.1712560386	20.17	WP_008182921.1	T
WP_008182928.1	1	4	1	6	6.0	6.0	WP_008182928.1	T
WP_008182987.1	1	2	1	2	2.0	2.0	WP_008182987.1	T
WP_008184173.1	1	2	1	2	2.0	2.0	WP_008184173.1	T
WP_008185502.1	1	2	1	2	1.5	1.5	WP_008185502.1	T
WP_008187236.1	1	3	1	6	6.0	6.0	WP_008187236.1	T
WP_008230749.1	1	2	2	3	2.5	2.5	WP_008230749.1	T
WP_008231029.1	1	9	1	15	6.29285714286	6.29	WP_008231029.1	T
WP_008232572.1	1	7	1	11	7.0	7.0	WP_008232572.1	T
WP_008256583.1	1	9	1	16	4.30555555556	4.31	WP_008256583.1	T
WP_008257877.1	1	5	1	7	5.0	5.0	WP_008257877.1	T
WP_008271746.1	1	2	2	4	4.0	4.0	WP_008271746.1	T
WP_008271868.1	1	6	1	10	3.8	3.8	WP_008271868.1	T
WP_008544099.1	1	11	1	12	2.23033216783	2.23	WP_008544099.1	T
WP_008544772.1	2	8	2	12	5.15458937198	5.15	WP_008544772.1	T
WP_008544955.1	3	4	5	7	7.0	7.0	WP_008544955.1	T
WP_008545014.1	1	2	1	3	3.0	3.0	WP_008545014.1	T
WP_009781171.1	1	13	1	27	9.05555555556	9.06	WP_009781171.1	T
WP_009831565.1	1	3	1	3	1.83333333333	1.83	WP_009831565.1	T
WP_009831770.1	1	7	1	62	15.0	15.0	WP_009831770.1	T
WP_009831771.1	2	7	2	8	5.0	5.0	WP_009831771.1	T
WP_009831775.1	3	5	4	9	9.0	9.0	WP_009831775.1	T
WP_009831883.1	1	15	1	44	18.0952380952	18.1	WP_009831883.1	T
WP_009831927.1	2	2	4	4	4.0	4.0	WP_009831927.1	T
WP_009831937.1	1	9	5	45	21.3666666667	21.37	WP_009831937.1	T
WP_009832351.1	3	4	4	5	4.5	4.5	WP_009832351.1	T
WP_009832475.1	1	2	1	4	2.0	2.0	WP_009832475.1	T
WP_009833125.1	1	3	1	4	2.5	2.5	WP_009833125.1	T
WP_009833328.1	1	2	1	2	2.0	2.0	WP_009833328.1	T
WP_009833397.1	2	9	2	12	7.0	7.0	WP_009833397.1	T
WP_009833424.1	2	3	4	5	4.5	4.5	WP_009833424.1	T
WP_009833428.1	2	3	5	8	6.5	6.5	WP_009833428.1	T
WP_009833697.1	2	2	2	2	2.0	2.0	WP_009833697.1	T
WP_009833702.1	2	5	5	10	8.5	8.5	WP_009833702.1	T
WP_009833708.1	1	4	1	6	3.5	3.5	WP_009833708.1	T
WP_009834164.1	1	14	3	31	15.2	15.2	WP_009834164.1	T
WP_009834224.1	1	2	1	2	2.0	2.0	WP_009834224.1	T
WP_009834420.1	1	18	1	69	32.3333333333	32.33	WP_009834420.1	T
WP_009834464.1	1	3	1	6	3.5	3.5	WP_009834464.1	T
WP_009834467.1	4	5	7	9	9.0	9.0	WP_009834467.1	T
WP_009834601.1	2	3	3	10	4.75	4.75	WP_009834601.1	T
WP_009834618.1	1	3	1	6	6.0	6.0	WP_009834618.1	T
WP_009834619.1	1	5	1	6	3.33333333333	3.33	WP_009834619.1	T
WP_009834622.1	1	6	1	7	3.75	3.75	WP_009834622.1	T
WP_009834624.1	1	4	1	7	4.0	4.0	WP_009834624.1	T
WP_009834625.1	1	5	1	17	8.58333333333	8.58	WP_009834625.1	T
WP_009834690.1	2	5	2	6	3.25	3.25	WP_009834690.1	T
WP_009834844.1	1	7	1	8	2.92857142857	2.93	WP_009834844.1	T
WP_009835097.1	1	2	1	2	1.5	1.5	WP_009835097.1	T
WP_009835469.1	1	2	1	4	1.75	1.75	WP_009835469.1	T
WP_009835507.1	2	4	2	4	3.0	3.0	WP_009835507.1	T
WP_009835547.1	1	4	1	4	3.0	3.0	WP_009835547.1	T
WP_009835749.1	3	6	4	9	8.0	8.0	WP_009835749.1	T
WP_009835970.1	3	6	4	7	5.66666666667	5.67	WP_009835970.1	T
WP_009836147.1	9	14	38	61	49.5	49.5	WP_009836147.1	T
WP_009836183.1	2	3	2	4	4.0	4.0	WP_009836183.1	T
WP_009836250.1	2	2	2	2	2.0	2.0	WP_009836250.1	T
WP_009836290.1	1	5	1	9	3.66666666667	3.67	WP_009836290.1	T
WP_009836775.1	1	3	1	3	2.0	2.0	WP_009836775.1	T
WP_009837915.1	2	5	2	9	5.5	5.5	WP_009837915.1	T
WP_009838829.1	1	5	1	8	4.0	4.0	WP_009838829.1	T
WP_009839805.1	1	2	1	2	2.0	2.0	WP_009839805.1	T
YP_001192753.1	1	2	1	3	2.0	2.0	YP_001192753.1	T
YP_001193172.1	1	14	1	78	25.45	25.45	YP_001193172.1	T
YP_001194598.1	1	2	1	2	2.0	2.0	YP_001194598.1	T
YP_001339228.1	1	2	2	4	4.0	4.0	YP_001339228.1	T
YP_001339540.1	5	7	16	26	20.1666666667	20.17	YP_001339540.1	T
YP_001339600.1	1	2	1	2	2.0	2.0	YP_001339600.1	T
YP_001339603.1	2	2	2	2	2.0	2.0	YP_001339603.1	T
YP_001339605.1	2	14	4	27	16.0	16.0	YP_001339605.1	T
YP_001339607.1	2	8	2	9	7.16666666667	7.17	YP_001339607.1	T
YP_001339622.1	1	2	2	4	4.0	4.0	YP_001339622.1	T
YP_001339893.1	1	5	1	11	9.5	9.5	YP_001339893.1	T
YP_001339897.1	9	12	15	23	22.0	22.0	YP_001339897.1	T
YP_001339905.1	2	2	2	2	2.0	2.0	YP_001339905.1	T
YP_001339944.1	1	5	2	6	6.0	6.0	YP_001339944.1	T
YP_001340120.1	1	3	2	4	4.0	4.0	YP_001340120.1	T
YP_001340132.1	1	4	2	5	5.0	5.0	YP_001340132.1	T
YP_001340136.1	3	4	4	7	5.0	5.0	YP_001340136.1	T
YP_001340137.1	4	4	5	5	5.0	5.0	YP_001340137.1	T
YP_001340163.1	1	8	1	9	6.0	6.0	YP_001340163.1	T
YP_001340209.1	1	3	1	4	3.5	3.5	YP_001340209.1	T
YP_001340216.1	1	2	4	5	5.0	5.0	YP_001340216.1	T
YP_001340269.1	5	10	10	18	18.0	18.0	YP_001340269.1	T
YP_001340434.1	4	9	4	12	11.0	11.0	YP_001340434.1	T
YP_001340439.1	1	2	1	2	1.5	1.5	YP_001340439.1	T
YP_001340440.1	1	2	1	3	3.0	3.0	YP_001340440.1	T
YP_001340441.1	4	6	6	9	9.0	9.0	YP_001340441.1	T
YP_001340442.1	4	4	5	5	5.0	5.0	YP_001340442.1	T
YP_001340577.1	2	4	2	5	3.5	3.5	YP_001340577.1	T
YP_001340580.1	1	2	1	3	3.0	3.0	YP_001340580.1	T
YP_001340583.1	5	8	11	16	13.5	13.5	YP_001340583.1	T
YP_001340585.1	1	4	1	4	4.0	4.0	YP_001340585.1	T
YP_001340793.1	1	2	1	4	4.0	4.0	YP_001340793.1	T
YP_001340881.1	1	3	1	3	3.0	3.0	YP_001340881.1	T
YP_001340894.1	3	9	4	11	5.92857142857	5.93	YP_001340894.1	T
YP_001340899.1	1	2	1	2	2.0	2.0	YP_001340899.1	T
YP_001340905.1	1	3	2	4	4.0	4.0	YP_001340905.1	T
YP_001340950.1	2	3	2	3	3.0	3.0	YP_001340950.1	T
YP_001340951.1	1	2	1	3	3.0	3.0	YP_001340951.1	T
YP_001340954.1	1	5	4	12	7.25	7.25	YP_001340954.1	T
YP_001341026.1	1	2	1	3	3.0	3.0	YP_001341026.1	T
YP_001341044.1	1	3	1	3	1.83333333333	1.83	YP_001341044.1	T
YP_001341052.1	3	4	6	7	7.0	7.0	YP_001341052.1	T
YP_001341117.1	1	3	1	4	3.0	3.0	YP_001341117.1	T
YP_001341142.1	4	5	4	6	6.0	6.0	YP_001341142.1	T
YP_001341161.1	1	6	1	7	5.83333333333	5.83	YP_001341161.1	T
YP_001341164.1	6	15	6	20	15.0	15.0	YP_001341164.1	T
YP_001341195.1	1	2	1	2	2.0	2.0	YP_001341195.1	T
YP_001341200.1	2	2	2	2	2.0	2.0	YP_001341200.1	T
YP_001341202.1	3	3	3	3	3.0	3.0	YP_001341202.1	T
YP_001341227.1	4	6	4	6	5.5	5.5	YP_001341227.1	T
YP_001341235.1	6	8	9	13	11.5	11.5	YP_001341235.1	T
YP_001341256.1	2	3	2	3	3.0	3.0	YP_001341256.1	T
YP_001341257.1	5	6	7	8	7.5	7.5	YP_001341257.1	T
YP_001341374.1	1	2	1	2	2.0	2.0	YP_001341374.1	T
YP_001341444.1	1	2	1	2	2.0	2.0	YP_001341444.1	T
YP_001341474.1	2	4	3	5	5.0	5.0	YP_001341474.1	T
YP_001341478.1	1	2	1	2	2.0	2.0	YP_001341478.1	T
YP_001341643.1	2	7	5	22	17.5	17.5	YP_001341643.1	T
YP_001341644.1	2	7	2	62	15.5	15.5	YP_001341644.1	T
YP_001341645.1	4	9	15	21	18.0	18.0	YP_001341645.1	T
YP_001341646.1	3	5	4	7	7.0	7.0	YP_001341646.1	T
YP_001341647.1	2	5	3	6	6.0	6.0	YP_001341647.1	T
YP_001341649.1	1	10	7	23	17.0	17.0	YP_001341649.1	T
YP_001341652.1	1	4	1	14	6.0	6.0	YP_001341652.1	T
YP_001341681.1	2	2	3	3	3.0	3.0	YP_001341681.1	T
YP_001341702.1	4	18	9	52	26.0952380952	26.1	YP_001341702.1	T
YP_001341707.1	1	2	1	2	1.5	1.5	YP_001341707.1	T
YP_001341712.1	3	4	3	4	4.0	4.0	YP_001341712.1	T
YP_001341828.1	2	2	3	3	3.0	3.0	YP_001341828.1	T
YP_001341833.1	5	7	9	11	11.0	11.0	YP_001341833.1	T
YP_001342107.1	4	7	5	10	8.5	8.5	YP_001342107.1	T
YP_001342113.1	6	6	10	10	10.0	10.0	YP_001342113.1	T
YP_001342121.1	2	5	2	7	7.0	7.0	YP_001342121.1	T
YP_001342300.1	2	3	8	11	8.75	8.75	YP_001342300.1	T
YP_001342303.1	1	3	1	8	8.0	8.0	YP_001342303.1	T
YP_001342342.1	3	5	4	6	5.0	5.0	YP_001342342.1	T
YP_001342441.1	1	5	1	5	5.0	5.0	YP_001342441.1	T
YP_001342442.1	3	3	3	3	3.0	3.0	YP_001342442.1	T
YP_001342460.1	5	6	7	8	8.0	8.0	YP_001342460.1	T
YP_001342549.1	4	4	7	7	7.0	7.0	YP_001342549.1	T
YP_001342601.1	2	2	2	2	2.0	2.0	YP_001342601.1	T
YP_001342603.1	2	2	7	7	7.0	7.0	YP_001342603.1	T
YP_001342680.1	3	13	3	36	31.5	31.5	YP_001342680.1	T
YP_001342796.1	2	9	3	10	10.0	10.0	YP_001342796.1	T
YP_001342799.1	2	2	2	2	2.0	2.0	YP_001342799.1	T
YP_001342825.1	2	5	2	6	6.0	6.0	YP_001342825.1	T
YP_001342832.1	1	4	1	5	4.5	4.5	YP_001342832.1	T
YP_001342865.1	5	11	7	15	13.6666666667	13.67	YP_001342865.1	T
YP_001342944.1	2	2	2	2	2.0	2.0	YP_001342944.1	T
YP_001342945.1	4	11	4	14	12.5	12.5	YP_001342945.1	T
YP_001342954.1	1	2	2	4	4.0	4.0	YP_001342954.1	T
YP_001342978.1	1	3	1	3	2.0	2.0	YP_001342978.1	T
YP_001342979.1	1	2	1	2	2.0	2.0	YP_001342979.1	T
YP_001343068.1	1	3	1	5	5.0	5.0	YP_001343068.1	T
YP_001343082.1	5	9	11	22	22.0	22.0	YP_001343082.1	T
YP_001343083.1	1	5	1	9	3.66666666667	3.67	YP_001343083.1	T
YP_001343091.1	5	5	9	9	9.0	9.0	YP_001343091.1	T
YP_001343094.1	2	9	5	22	19.5	19.5	YP_001343094.1	T
YP_001343100.1	4	8	9	14	11.3333333333	11.33	YP_001343100.1	T
YP_001343101.1	2	3	4	5	5.0	5.0	YP_001343101.1	T
YP_001343103.1	2	6	2	7	4.5	4.5	YP_001343103.1	T
YP_001343104.1	1	3	1	4	4.0	4.0	YP_001343104.1	T
YP_001343105.1	3	7	7	14	11.0	11.0	YP_001343105.1	T
YP_001343106.1	2	6	3	19	10.5833333333	10.58	YP_001343106.1	T
YP_001343107.1	1	3	3	9	7.66666666667	7.67	YP_001343107.1	T
YP_001343108.1	1	8	1	20	4.12529644269	4.13	YP_001343108.1	T
YP_001343109.1	1	3	1	3	1.5	1.5	YP_001343109.1	T
YP_001343110.1	2	7	2	7	5.5	5.5	YP_001343110.1	T
YP_001343112.1	11	34	16	50	35.4731893107	35.47	YP_001343112.1	T
YP_001343113.1	5	24	7	39	31.9	31.9	YP_001343113.1	T
YP_001343116.1	11	12	29	34	34.0	34.0	YP_001343116.1	T
YP_001343117.1	2	2	2	2	2.0	2.0	YP_001343117.1	T
YP_001343118.1	2	3	4	5	5.0	5.0	YP_001343118.1	T
YP_001343140.1	3	4	5	6	6.0	6.0	YP_001343140.1	T
YP_001343146.1	2	7	3	13	13.0	13.0	YP_001343146.1	T
YP_001343150.1	2	6	2	8	7.0	7.0	YP_001343150.1	T
YP_001343223.1	6	6	12	12	12.0	12.0	YP_001343223.1	T
YP_001343226.1	1	4	1	7	4.5	4.5	YP_001343226.1	T
YP_001343292.1	4	24	6	88	48.3333333333	48.33	YP_001343292.1	T
YP_001343293.1	3	4	3	4	4.0	4.0	YP_001343293.1	T
YP_003552224.1	1	3	1	3	1.28571428571	1.29	YP_003552224.1	T
YP_003552712.1	1	15	1	19	3.57318931069	3.57	YP_003552712.1	T
YP_003860680.1	1	11	1	34	13.3055555556	13.31	YP_003860680.1	T
YP_003861555.1	1	3	1	4	1.73333333333	1.73	YP_003861555.1	T
YP_003863051.1	1	4	1	6	4.0	4.0	YP_003863051.1	T
YP_004425932.1	1	9	3	13	9.25	9.25	YP_004425932.1	T
YP_004426231.1	1	2	1	2	1.33333333333	1.33	YP_004426231.1	T
