#	########################################
#	##### Peptide Assembling by Sipros #####
#	########################################
#	
#	###############
#	# Input Files #
#	###############
#	
#	[Input_Files]
#	
#	psm{Run1} = ./output_AAhybrid_c100/OSU_T1B_FASP_Elite_08202013.psm.txt
#	
#	pep{Run1} = ./output_AAhybrid_c100/OSU_T1B_FASP_Elite_08202013.pep.txt
#	
#	########################
#	# Filtering Parameters #
#	########################
#	
#	[Protein_Identification]
#	
#	# Minimum number of peptides per protein
#	Min_Peptide_Per_Protein = 2
#	
#	# Minimum number of unique peptides per protein
#	Min_Unique_Peptide_Per_Protein = 1
#	
#	#######################
#	# Statistical Results #
#	#######################
#	
#	[Statistical_Results]
#	
#	# Numbers of proteins before filtering
#	Decoy_Proteins_Before_Filtering = 64
#	Target_Proteins_Before_Filtering = 5497
#	Total_Proteins_Before_Filtering = 5561
#	
#	# Numbers of proteins after filtering
#	Decoy_Proteins_After_Filtering = 0
#	Target_Proteins_After_Filtering = 1190
#	Total_Proteins_After_Filtering = 1190
#	
#	# Protein FDR = Decoy_Proteins_After_Filtering / Total_Proteins_After_Filtering
#	Protein_FDR = 0.0
#	
#	################
#	# Column Names #
#	################
#	
#	[Column_Names]
#	ProteinID = Names of the protein
#	Run#_UniquePeptideCounts = Number of unique peptides in a run
#	Run#_TotalPeptideCounts = Number of all peptides in a run
#	Run#_UniqueSpectrumCounts = Number of unique PSM in a run
#	Run#_TotalSpectrumCounts = Number of all PSM in a run
#	Run#_BalancedSpectrumCounts = Balanced spectrum count in a run
#	Run#_NormalizedBalancedSpectrumCounts = Normalized Balanced spectrum count in a run
#	ProteinDescription = Protein description
#	TargetMatch = T for target match and F for decoy match
#	
ProteinID	Run1_UniquePeptideCounts	Run1_TotalPeptideCounts	Run1_UniqueSpectrumCounts	Run1_TotalSpectrumCounts	Run1_BalancedSpectrumCounts	Run1_NormalizedBalancedSpectrumCounts	ProteinDescription	TargetMatch
WP_009839245.1	1	5	1	5	5.0	5.0	WP_009839245.1	T
WP_009839805.1	3	3	8	8	8.0	8.0	WP_009839805.1	T
WP_009839829.1	2	10	2	14	7.1	7.1	WP_009839829.1	T
WP_009839941.1	1	6	2	7	4.33333333333	4.33	WP_009839941.1	T
WP_009840784.1	1	9	1	36	11.3333333333	11.33	WP_009840784.1	T
WP_009840790.1	1	3	1	3	2.5	2.5	WP_009840790.1	T
YP_001192753.1	1	2	3	7	5.0	5.0	YP_001192753.1	T
YP_001193172.1	1	16	1	65	33.4333333333	33.43	YP_001193172.1	T
YP_001194124.1	1	3	1	3	2.5	2.5	YP_001194124.1	T
YP_001194977.1	2	2	4	4	4.0	4.0	YP_001194977.1	T
YP_001339228.1	1	2	2	3	2.5	2.5	YP_001339228.1	T
YP_001339248.1	1	5	1	6	6.0	6.0	YP_001339248.1	T
YP_001339540.1	2	5	4	9	6.16666666667	6.17	YP_001339540.1	T
YP_001339897.1	3	6	3	9	8.0	8.0	YP_001339897.1	T
YP_001339976.1	1	2	1	2	1.5	1.5	YP_001339976.1	T
YP_001340136.1	1	3	1	3	1.7	1.7	YP_001340136.1	T
YP_001340216.1	1	2	3	5	5.0	5.0	YP_001340216.1	T
YP_001340441.1	1	2	1	3	3.0	3.0	YP_001340441.1	T
YP_001340577.1	2	8	2	11	6.66666666667	6.67	YP_001340577.1	T
YP_001340583.1	3	4	7	8	8.0	8.0	YP_001340583.1	T
YP_001340894.1	1	7	1	8	2.84090909091	2.84	YP_001340894.1	T
YP_001341052.1	2	2	2	2	2.0	2.0	YP_001341052.1	T
YP_001341140.1	1	3	1	5	5.0	5.0	YP_001341140.1	T
YP_001341235.1	1	2	1	2	2.0	2.0	YP_001341235.1	T
YP_001341445.1	2	2	2	2	2.0	2.0	YP_001341445.1	T
YP_001341643.1	1	7	1	11	5.75	5.75	YP_001341643.1	T
YP_001341644.1	3	6	3	48	18.6666666667	18.67	YP_001341644.1	T
YP_001341645.1	2	4	4	7	5.5	5.5	YP_001341645.1	T
YP_001341647.1	2	4	2	4	4.0	4.0	YP_001341647.1	T
YP_001341649.1	1	6	2	11	5.01666666667	5.02	YP_001341649.1	T
YP_001341702.1	1	13	1	21	12.9285714286	12.93	YP_001341702.1	T
YP_001341833.1	3	4	3	4	4.0	4.0	YP_001341833.1	T
YP_001342107.1	1	4	1	7	6.0	6.0	YP_001342107.1	T
YP_001342113.1	2	2	2	2	2.0	2.0	YP_001342113.1	T
YP_001342300.1	1	2	1	3	2.0	2.0	YP_001342300.1	T
YP_001342342.1	2	4	3	5	4.5	4.5	YP_001342342.1	T
YP_001342408.1	1	2	1	2	2.0	2.0	YP_001342408.1	T
YP_001342458.1	2	2	2	2	2.0	2.0	YP_001342458.1	T
YP_001342549.1	2	2	3	3	3.0	3.0	YP_001342549.1	T
YP_001342573.1	1	6	1	8	7.5	7.5	YP_001342573.1	T
YP_001342603.1	2	2	2	2	2.0	2.0	YP_001342603.1	T
YP_001342734.1	2	4	2	4	4.0	4.0	YP_001342734.1	T
YP_001342978.1	1	4	1	4	4.0	4.0	YP_001342978.1	T
YP_001343068.1	1	2	1	2	2.0	2.0	YP_001343068.1	T
YP_001343082.1	3	7	8	15	15.0	15.0	YP_001343082.1	T
YP_001343087.1	2	3	2	4	4.0	4.0	YP_001343087.1	T
YP_001343091.1	4	4	4	4	4.0	4.0	YP_001343091.1	T
YP_001343099.1	1	3	1	4	3.5	3.5	YP_001343099.1	T
YP_001343100.1	3	7	3	8	5.25	5.25	YP_001343100.1	T
YP_001343101.1	4	5	6	7	7.0	7.0	YP_001343101.1	T
YP_001343105.1	3	8	5	12	12.0	12.0	YP_001343105.1	T
YP_001343107.1	1	3	1	3	2.5	2.5	YP_001343107.1	T
YP_001343110.1	1	7	2	8	7.2	7.2	YP_001343110.1	T
YP_001343112.1	5	21	6	26	12.5103535354	12.51	YP_001343112.1	T
YP_001343113.1	4	17	4	20	8.94166666667	8.94	YP_001343113.1	T
YP_001343116.1	4	5	4	6	6.0	6.0	YP_001343116.1	T
YP_001343146.1	1	2	1	3	3.0	3.0	YP_001343146.1	T
